,stars,title,content
391,3,Confused,Setup was difficult and confusing compared to previous hp printers so I returned it.
392,3,Make Sure Read ALL Features.,"Excellent printer, but I also do a lot of scanning.  This unit doesn't do duplex scanning."
393,3,Good printer,Wouldn't let me sign up for the 6 months of ink the day j set it up now I can't get it.  Kind of a rip off.  It was a major perk to why i bought it
394,3,"Advertises ""6 Months Free Ink"" But Printer Not Eligible","The printer works well and prints quickly and of good quality so far. We've been using it for the past 3 months and all has been fine. Recently we started running low on a color cartridge when I remembered that it came with ""6 months free ink,"" so I go to register the printer to claim this...""The printer is not eligible"" on the the site to register for HP Easy Ink. Amazon support has no one to contact. I tried contacting the HP website support numbers and WhatsApp chat and the numbers ""are not in service"" or ""cannot be found."" Chileeeee :/ Happy with the print quality but disappointed in the false advertising for 6 months free ink when the printer isn't even eligible for it according to their website. Sigh."
395,3,Ink,Ran out of ink ordered ink online and the printer does not work. It does not recognize the new ink cartridges.
396,3,TOO COMPLICATED TO SET UP,"I believe this printer involves too many steps to set up. I'm not an engineer, but I've been using electronics for over 30 years. The wireless feature was a HUGE problem. And you may as well forget about talking to a human about support."
397,3,Part broke on loader,I dislike that it had a broke part and it didn't  give ink for six months as promised  in ad.
398,3,Hook up,Was very hard to hook up to our phones on wireless.  Go to YouTube to see how to hook up to a Chrome book.  I also ordered the free e ink and it expired before we got the printer up and running
399,3,Last a year tops,I purchased this Aug 2023 and it has stop receiving print job this only last me about a year! And the ink is 150.00 each time I have to replace it. I worked great brand new but with time it has issues.
400,4,The ink that came with the product didn't last long,"These new printers allow for ""cloud printing"" so you can access them without being in the same building for example.  HP now tries to sell you on a monthly subscription for ink.  Sounds good, and appears to be a good value, but if you sign up they can cancel your ability to print if you haven't renewed your subscription.  I didn't want to risk that and didn't like the control factor from HP, so didn't sign up.  The printer works fine.  Perhaps because the setup has the cloud features, it was a bit more complicated to get it running.  Also, to install the cartridges, you have to have the top cover closed, the front cover open and then you can open to reveal the cartridge area.  Found lots of people asking the question about not being able to do this, so the instructions could be better."
401,4,Multifunction home printer,"This is my second same printer. Just better quality than the cheap entry-level models. Easy to connect although you have to download the HP app and register. You get a lot of advertising from the HP store. Wireless and easy to access from your computers and phone. But you have to download HP smart everywhere. Of course, the HP toners are ridiculously expensive. They make a lot of money from that."
402,4,Still getting used to it,Easy to set up. Larger than I expected. Not sure how the “multi-print” cartridges will work.
403,4,No luck with HP Smart for scanning but driver software worked.  Document feeder finicky.,"I had no luck with HP Smart for scanning.  I had to additionally install the driver software to get scanning to work.  Overall a nice printer with good value for the money, especially if one buys Amazon Renewed.  When using the document feeder, make sure the paper is in the slot between the upper and lower lips.  There are some infrequent network glitches.  Sometimes the network connection is lost and one must use the Wireless Connection Wizard to choose the network and re-enter the password.  Sometimes when a Save is done for a scan the software hangs.  I like the 2.2 inch display.  Some of the HP All-In-One inkjet printers like the HP 8028e have a 2.7 inch color display.  A warning about the so-called ""Free ink"".  If one subscribes, the printer firmware is forever and irrevocably changed so that the printer can only use genuine HP ink.  I always use HP ink but did not do the HP ink subscription since I do not want to limit my options and want to order ink when I know I need it.  (I once destroyed the print heads by using bad third party ink).  Also, one cannot use the printer for scanning unless non-empty ink cartridges are loaded.  And if the HP ink subscription has been done, these must be HP ink cartridges.  And one needs an internet connection to initially set up the printer."
404,4,HP Printer,This printer is easy to set up. Best part  is for 6 months you get free ink and then for a small cost you can have them continue to have ink sent to you. This is my second HP printer.
405,4,"Good printer, HP ink only","Good printer, like the smaller size and print quality. Tried half price bargain brand ink after the 3 month free ink HP supplies, but the printer rejected all cartridges, returned for a refund. Purchased HP ink, all good so far. Don't be duped into believing cheap ink works, HP controls that."
406,4,It is easy to set up,It is very affordable
407,4,Printing text well,"If you care, it does print fast.  The text is clear and sharp.  Color?  Hit-and-miss, but all  printers  print color poorly.You have to go on line to set the printer.  The instructions are jammed with ads to buy their ink package.  Regardless, the instructions require that you have better than average computer skills.  ""swipe the dashboard.""  means  ?"
408,4,Great Value on an excellent printer!,Say to get hooked up and connected to my local network. It was easy to install the ink and get a printing from all of my mobile devices in the house. My only issue is that the thing doesn’t seem to last too long. I’m already replacing the black cartridge and haven’t had the printer but a month
409,4,Print quality as expected,"This is our third HP in 25 years. We’ve been very happy with them and with our ink “deal” we can print as many copies as wanted/needed.  We gave it a 4 because the paper tray is crap. It is hard to get in and out, binding on the sides and just frustrating to use. So, if you change paper often or use a lot of paper - given a choice, pick a different HP model."
410,4,Great printer for small office,i was expecting larger ink cartridges
411,4,"Connects easy, quality print, cheap plastic housing","This printer connected quickly to my wifi, so no issues there. The printing is great quality, which is the most important. Cons are the quality of the printer itself is very cheaply made. the plastic housing is very clumsy, hard to open/close the paper drawer, or open the scanner. The touch screen is clumsy as well, hard to scroll down to more options on the screen without selecting the wrong thing. One side of the footing of the printer is secure/rubber feet??, but the other side slides on my desk top so all opening/closing of the printer paper drawer, etc, causes the whole unit to slide around. I have to hold the printer still to open/close the drawer, and meanwhile fight with the drawer itself to open/close. Minor issues, as it prints well....and I know you get what you pay for. The other con in setting up is the multiple times you have to tell it you don't want to sign up for HP+ for auto ship of ink. Maybe it's cheaper?? But sorry, most times auto shipping of things charges your account sooner than necessary and I don't want that (e.g. Chewy's auto ship of anything - I'm always having to delay shipment as it's too soon). I don't trust that HP is going to ship at the point that I actually need the ink, plus it has a fee regardless from what I can tell. To get auto downloads of updates, and to register your printer, you have to sign up for HP+. It appears as though I can manually update the software when I'm ready without signing up. We shall see. Overall, I think the printer will be fine for my minimal usage."
412,4,Pros and Cons of This Printer,"I upgraded from my old HP All-In-One Ink Jet Printer. I like the color printing with this printer for personal photos.I'm disappointed with the slowness of the printing action , or the way the paper tray is set up.I haven't tried all the functions yet."
413,4,A bit Bulky but nice overall,"I like the simplicity, not the size. Also you can not scan more than 6 pages at a time"
414,4,"Fast, great for everyday printing!","Really awesome printer!  Prints very quickly and at a nice quality, both color and black and white.  The best use for this type of printer is as an office printer, or daily use printer for articles, recipes, etc.  Photos can be printed, but don't expect the best quality or to be able to print a large photo.Does not use up ink fast and allows it to last a long time.  When first purchasing, we received 6 months free ink which was a fabulous benefit and made the price of the printer that much better!!  Connects easily to the phone app and computer making printing stress-free and easy!The one issue I had was the ink drying out or clogging, which maybe was my fault for going so long without printing anything (~2 months).  I had to go through the cleaning and alignment process about 4x before the ink started functioning normally again, which was kind of annoying.I do still highly recommend though, as the price point is great if your not looking for a photo printer!!"
415,4,Great printer,"Connects with all our devices with ease.  Prints my cards beautifully.  The only drawback is the sliding tray to hold the prints.  Seems very flimsy.  Has worked so far, but doesn’t seem sturdy."
416,4,Feeder trey,Like the printer but paper tray cheap and fragile. Have to be careful because can be easily damaged.
417,4,Non functional in wireless mode,I could not connect this HP printer wirelessly to my HP (3 year old) wireless tower. The HP wireless tower which is currently wirelessly connected to the internet and apartment wifi. I consulted HP and a tech could not get it to work with instructions transmitted to me. Next the tech remoted into my computer and still could not wirelessly connect to my HP tower. The only way this printer works is to be hard connected to the tower with a USB B cable.Unfortunate.
418,4,Replacement Printer,"Had 2 prior HP Printers and no problem but this one is made cheaper. Paper tray is very flimsy plastic.  Do not like the 4 separate ink cartridges will see how long they last. Price & size of printer was what decided my purchase of this printer.  When printing envelopes the lettering was wavy & not clear which made for hard recognition of some letters and I even modified the paper size for the envelope size so that is not the reason for the poor print quality on envelopes.  My HP Smart App had an error message “We couldn’t retrieve your account data”.  I contacted HP Support & it took him over an hour because he had to do some updates to correct the error and whatever he did my envelopes are printing OK.  If you experience problems with printing envelopes I would recommend contacting HP customer service  I do want to say I had contact with 2 HP customer service reps. & both were very congenial to work with me.  I am in my 70’s & not tech savvy & my computer is older which of course took longer to load & he was very patient with me.  As I said I am not tech savvy but I was able to connect the printer so it is not hard to connect.  So far I have not had any problem printing from my iPhone or computer.  Hopefully, I won’t experience any problem losing WiFi.  Definitely liked my older printer but this one will serve my purpose. Still too early to give a good honest review because only had it a few days."
419,4,It worked and delivery was terrible,
420,4,Printer,Home use
421,4,8015e printer?,"I bought this to go with my Windows 10 HP laptop.  What shocked me was, when I hooked it up and started to-it was NOT plug 'n' play like the old printers.  You have to download their program for printing, you have to download for scanning, you have to download for faxing. UGH!!!!!!! HP is in every corner of my computer experience. No privacy!And her is the BIGGIE!  When I went to download: the screen shows my printer IS NOT HP 8015e, BUT 8010e. This is a SHELL GAME!WTF?  I have not had time to call HP, but I will next week.  So, buyer beware.Previously I had an EPSON for 15 yrs and G-5 all but stopped it from working properly. One glitch after another.  I won't go into it and bore you."
422,4,Good for the price,Good product but don’t get sucked in to HP instant ink. It’s a joke. It limits your own ability to use your printer as much as you want.
423,4,"Great printer, easy setup, not so good tech support!","I purchased this printer to replace a much older HP printer that finally bit the dust after many years of good service. Let me say at the outset that my desktop computer is an HP All-In-One, that I already had HP Smart installed on my PC, and that I was already an instant ink program subscriber for my old printer. That said, the setup was VERY easy. I plugged it in, chose a few options on the printer's screen (location, etc.), installed the ink cartridges that it came with, let it print a sample page to calibrate the ink heads, scanned it as instructed, and that was it. On the PC side of things, I used the HP Smart App to add a new printer, which it found almost instantly, entered a few settings, and it transferred my WiFi login information, and my instant ink account information to the new printer. Easy peasy! I'd read a few reviews before purchasing this printer and was a bit concerned that I'd have problems, but at least in my case, it was a piece of cake. The only hiccup in the process was trying to figure out how to remove my old printer the HP Smart App. I had to talk to two people and finally just figured it out myself. Honestly, how hard would lit be to have a ""remove"" button under your list of printers, and why did I have to deal with two ""chat"" people and finally resorted to figuring it out myself? Not a big deal, but they definitely need to up their App's user-friendliness and have a ""one-stop"" experience for getting customer service."
424,4,It’s pretty good,"Works great, when it works. Print quality is amazing; easy to setup. Connectivity is good. But what I mean by works great when it works, because when my printer goes into sleep mode it take a while to get it to pick up when I want to print. I have to unplug and plug to get it back on a perfect connection. Could be due to I do not use my printer very often"
425,4,"I thought I could use a flash drive to save my scanned docs and images, etc.!","I thought I could use a flash drive to save my scanned docs and images, etc.! Now I find I need to purchase some type of adapter to do this. Can anyone tell me what this is and where to buy it, hopefully on Amason.Thanks in advance for your help. Too bad they didn't show this in their ad or additional items to purchase this to make it fully functional."
426,4,Prints great,Love the printer the paper tray could have been a little more stable.
427,4,Printer,Working well. Does dbl sided print
428,4,It only comes with a 3 month supply of ink.,Printer works good. But it is advertizing 6 months of free ink when in reality the Instant Ink sheet that came with the printer only shows 3 months. Only if you sign up within 7 days of setting up the printer and activate HP+ and create an account with instant ink. then you have to remember to cancel it if you don't want more than just the trial period.Where is the 6 free months?
429,4,Relatively quick scanner,Scanner is quick.
430,4,Good Buy!,"The only issue I can say that I have with this printer is the paper drawer sticks when pulling or pushing it in. Otherwise, everything else runs smoothly."
431,4,Nice printer but I needed a fax on the printer to receive faxes,I liked it
432,4,Basic Printer.,"The product came before I expected it, it is a great value for the money."
433,4,Expected full ink cartridges when I received the printer NOT SO!,I like the printer.  Ordered it in May and have probably used it to print off no more than 50 copies and already can't print because the ink is too low!!!  I mean...how does this happen????
434,4,I discovered how it works! Mostly,I have been an HP customer forever and I can honestly say that this is the first time I have been completely disappointed. It works mostly meaning it will give you a printed copy but if you notice the printer is turned off because the panel will not shut off! It's just a constant bright light.  Update* I discovered how to keep the printer from spitting paper onto the floor so that stops the error message and constant bright light smh.
435,4,Printer itself is great with a couple of issues,"This printer at $99 is an incredible bargain. Print quality is great, love the doc feeder and wireless tech. There are issues, though. One, trying to install it with Win11 was an incredibly tedious exercise that should've taken 10 minutes. It took all morning to stumble across a configuration that worked. The scanning app is middling at best. If you don't keep an active scan up, it will time out immediately, and then when you try to scan again, it'll scan a blank page and leave your document sitting on the tray, so you have to do it twice. They should all Epson about a good scan interface. Geesh. I have used secondary market ink on printers for years with no issues, but I haven't tried it on this one. Reviews suggest that it's kind of a 50/50 proposition and that gets risky moneywise. All in all, once you get it up and running on your Win11 machine, it's a fine printer with lots of features, and dirt cheap compared to other all-in-ones."
436,4,"The printer type is 8015 e , but the setup guide is 8010 e","When I setup the printer, the setup guide confused me. Cause I can not lift the cartridge. I found the video from YouTube, 8015 e series . They can lift cartridge easily, but I couldn’t.. so I asked friends… finally I opened it successfully by lift it at the same time press a small button on the printer’s lift side. So why give me the 8010 e guide 😂😂 and then I connected the printer to my phone, it was read by 8010e. So am I pay 8015 e ‘s printer ,but I got a 8010e ? Please tell me what’s wrong 😑"
437,4,Not as good as the Envy 5000 it is replacing.,"Honestly, I'm probably going to box it up and return it. Even using the best level on print quality, the old HP envy 5000 normal quality is better."
438,4,Decent printer,Printer prints very nicely and was fairly easy to install.  Only issue it sometimes just doesn't respond almost  like it falls asleep.
439,4,Ink Supply,HP forces you to use their ink products…..otherwise the printer is very good
440,4,Sensitive to paper type,"The printer works great now that I've made friends with it. I had a horrible time with it picking up multiple pages at a time and printing on partial pages because of the pickup.  As long as I use the thicker paper (24lb) it has been great,  but super maddening with the lighter papers.The printer shelf and tray itself feels cheap, but the printer was quite inexpensive,  so..."
441,4,Printer meets my expectations.,Just use this printer for small printing jobs.  Do not use everyday.
442,4,Quiet with Quality,"I was pleasantly surprised with how quiet the printer operates in quiet mode and the print quality has been very good so far. The touch screen is adequate but it would be nicer if the icons were larger and in color. The only reason I didn't give 5 stars is because the print speed is a bit on the slow side, but that may be associated with the quiet mode setting I use. I'm very satisfied with the printer overall."
443,4,Signal issues,Bought after years of my hp office 8600. This printer. Signal constantly needs a reboot. As it states printer not found. Other than that it’s a great size and it prints great.
444,4,It’s cool,It’s cool but kind of slow. Other than that it’s a pretty nice printer.
445,4,"So far, so good","Took me longer than expected to set it up and a little longer to connect it to my Wi Fi.  However,  thus far, no issues.  It's working fine."
446,4,Pretty fantastic,"I really needed a home printer for once in a while use.  I'm known to destroy things pretty quickly, but this has held up quite nicely.  Printed out the kiddos school pics instead of paying $6383919 through the school.  I also scan a lot of documents and that's been pretty great too.  Bonus - I set it up with my phone and can print all the things with a click."
447,4,"So far, so good!",I use this at home. I’ve only had it a short time(less than a month) but it’s done everything I need. Can’t give irt 5 stars for the same reason: haven’t had it long enough.
448,4,Great deal!,"You can definitely multitask w/ this printer , in black /white or color ! I work @ home so it’s a great addition to my « home office ! »"
449,4,Challenging to set up with MAC,Very happy with the printer once I got it set up.  But it was very challenging to set up.  Read reviews and followed the recommendation of first setting it up with my phone the linking my Mac lap top.  Had to call Tech Support.  Very friendly guys but not very helpful in setting it up.  Was told that my lap top was outdated.  Finally got it to work and now it works very well.
450,5,"So far so good, much better than others I tried","I'm a regular household user (ok, also a teacher, but not the kind who prints All The Things) but had an old Officejet because of a crazy black Friday deal back when black Friday deals were crazy. It died of old age and I thought I'd downgrade because budget. But I just couldn't go back to regular printers. I returned two out of frustration before deciding to just pay a little more and go back to Officejet, it's only been a couple of weeks but so far I don't think I'll have any regrets.Pros:+ Seems to be on sale often so it's not terribly more expensive than lower end printers.+ The print quality is very good. I'm getting a drop of those light horizontal lines, but just a bit, and I bet they could be ironed out if I had time to sit around with settings or something. But overall I'm much happier than I was with the other printers I tried, text is sharper and colors are more true.+ Paper tray is closed. I hate that all the new expensive printers these days have the paper sticking up from the back open to the elements. I can only assume their paper feeders get gummed up with dust pretty fast, and the papers themselves can't be too happy. The paper tray on this printer is great.+ It's not noisy, relative to others.+ HP Smart app is great, easy to use, has a nice set of functions.+ Had no issues with setup.+ So far seems to be picking up jobs just fine from my phone and laptop.Cons:- I really don't like the boxy design. I'm putting function over form but I really don't like it. And the front panel seems a bit flimsy, it's not the most important piece but my old Officejet didn't have a front panel that opened and I don't really see the point of this one as you need to lift the top to get inside anyway.- would love to have a paper bypass tray. Like if you want to print one envelope, it would be great to have a place to just feed that in rather than remove your whole paper stack, change the size in the tray, print your envelope, and then put all the paper back.- like I said before, I'm getting a drop of banding (is that what it's called? Tiny horizontal gaps?) When printing chunks of color. I'm not sure if this is fixable and the print quality is still the best I've seen in this price range, but it's a flaw.- the touch screen could be a little more responsive- That's... Really it so far. I had a lot more complaints with every other printer I tried.Neutral:~ Let's talk about instant ink. Many reviews had issues with this. They seem to not understand how the program works. It's not that complicated. No, you don't get six months worth of ink in the box with the printer. They will send the ink to your home as needed over six months if you sign up and give them your address. I haven't gotten to the end of the trial yet so I don't know if they actually brick your printer if you try to use generic ink, but they were very explicit about you agreeing not to do that when signing up. I have no issue with this because I did some math and I believe the instant ink actually is a better deal than even generic ink is. My old printer accepted generics (after an initial period of reluctance) and it wasn't all that exciting. And with subscription ink I won't need to worry about waste when the printer decides to clean the printheads (my old one did that a lot)I do think it feels scammy for them to make you commit at the outset to never use other ink for the life of the printer (what?!) But at the same time I'm comfortable with what they're offering. I'll be annoyed if they raise the prices though, and I think if they're making you commit upon purchase then they in turn should commit to grandfathering you into the ink prices as of the time of the commitment.~ Several times I've sent a print job from my phone, got an error message on my phone, while the job printed just fine. So it's good that the job printed fine, but it's weird and annoying that my phone thinks it didn't, and now I have an error notification sitting there, and if I'm not near the printer I don't know whether or not it actually printed or if I need to retry. I'll have to figure out how to make that stop. Maybe I'll need to uninstall and reinstall the phone app or something. Overall a very minor hiccup compared to the issues I had with other printers."
451,5,Gets the job done!,"I was under a strict timeline and needed a printer quick to complete new hire documents. It’s virtually impossible to find a printer over 4 stars. I choose this printer due to next day shipping. I expected the worst due to some of the reviews. I ordered the printer around 8pm and received it 4am the next morning.The setup was simple and easy to navigate. I liked there were no disks and it connected to my home wi-fi without the password.  I was able to connect my phone and computer. I was printing documents about 20 mins after opening the box. I choose the $6.99 ink delivery option to stay on top of refills.Cons: it’s huge & heavy. Scanning is slightly cumbersome, it would have been nice to come with paper included.Pros: looks nice like a mini version of huge stand alone office printer. Low noise level, printing is fast and easy to follow instructions. The touch screen is nice . The HP app helps with efficiency"
452,5,Great printer!,"For my use it is near perfect!  HP and Amazon were great in processing my order and getting it to me in a timely manner.  I love the printer being wireless, it scanning capability, its easy if use and the printer tray paper capacity.  It is quite efficient in the number of pages it can print per minute!  Overall durability is yet to be determined.  But, I expect to to perform well for a long, long time.  I also absolutely love the printer cartridge subscription service!  That is a wonderful thing!  Saves time, headaches, and resources."
453,5,Outstanding printer - don't be afraid of the HP ink cartridge cost or subscription offer,"I highly recommend both the 9010e and this printer, 8010e.  We have bought and replaced an Epson with ink tanks.  Ink tank sounds like a great idea.  The ink jets clog, are difficult to clean and never work correctly again, and it printed slow.  This HP 8010e comes with six months of free ink.  The printer contacts HP when ink is low, and they ship new cartridges free, without any user intervention.  It's seamless and one less thing to worry about.  The printer costs $100 and replacement ink set costs over that amount.  You are effectively getting 4200 pages of printing (the fee offer is 700 pages/mo.)over six months for the cost of paper.  The ink subscription is optional to either use from day 1 or after six months.Print quality is great.  18 PPM in B&W.  Quiet, fast, good footprint.  Oh and the wireless setup is easy, especially if this is the HP second printer.  Easy to print from phones.  Big paper tray.  I can't think of a negative.  HP is obviously trying to make it attractive to switch to a subscription revenue model, even offering printers/ink/paper all for a price per month.  I automatically don't like subscriptions, but this one works.  Hopefully HP won't raise prices and make it unattractive, but then I'll just cancel it and buy cartridges and the office superstores."
454,5,Great printer,I bought this to replace my cannon printer that quit working. This was easy to set up and the free ink program was easy to set up! This printer is rather large so make sure it fits where you want it!
455,5,"Excellent printer at an excellent price - and, personally, I LIKE the InstantInk subscription","Three things you should know about this printer:(1) It is an excellent printer for medium volume, home use. The print is clear and picture quality is very good, with accurate color rendering. I print 100 to 200 pages a month, which makes this perfect for me.(2) The price is excellent. I would have to pay two to three times more to get a printer with more features and barely-discernable better quality. Excellent bang for the buck here.(3) Many reviewers seem put off by the requirement that you subscribe to HP's InstantInk service. I have used that service since 2018 and am very happy with it. The service charges you each month based on how many pages you print. You sign up for a plan (e.g., I pay $7.41 per month for 100 pages; if I don't use all the pages, they carry over to the next month), HP tracks how many pages you print and your ink reserves, then sends new ink before you run out. Very convenient. Reasonable price. Best of all, you can easily increase or decrease the number of pages you subscribe to. If I know that I'll be printing more than usual during a particular period, I can increase the number of pages, avoiding extra fees. Then, when my need goes back to normal, I move it back to my usual subscription. If I take an extended vacation and won't be using my printer, I can change the plan to the minimum.I bought this printer to replace a five-year-old HP inkjet that worked wonderfully for years but was at the end of its life. I decided to stick with HP because my experience with them has been very good. I heartily recommend this one."
456,5,You can't beat HP printers,This is the 2nd time I've had this printer.  The first time I printed over a hundred thick cardstock funeral announcements and the feeder just stopped pulling in paper.  I liked the printer so much that I purchased it again and just plan on not using it for card stock since it's such a good printer and the fact that on the last printer i had already printed over 3000 pages so I'm sure it was at end of life anyway.  Im sorry but you cannot beat HP.
457,5,Worth every penny,"I purchased a refurbished HP printer for $80, and the packaging quality made it feel like a brand new product. The printer came with original HP ink cartridges, which alone are worth more than $80. As a bonus, it included a 6-month free HP Instant Ink subscription, providing an additional set of ink cartridges worth another $80.Overall, this refurbished printer purchase proved to be an excellent value for money. If you're considering a refurbished HP printer, I highly recommend it for the significant savings and included benefits."
458,5,Great home office printer!,"Great product- so EASY to install and printing has been easy and without issue.  Print from the home office computer and iPhone quickly and great quality.  It’s was easy to replace old printer and move this new one to the ink replenishment plan.  HP technology gets better every time.  But beware- the ink does leak when you first remove the orange tabs, so have something underneath to catch any drops."
459,5,Convenient,"This product has a wireless connect to your phone which is perfect! It is a good functional printer that is cute, and perfect for the price. It was so easy to set up and use. It does have a bit of sound, but it’s not loud !"
460,5,Wiggley Odd Printing When Printing Envelopes,"Overall, I would say this printer is a solid one for its price.The paper tray takes some getting used to.  (Push the buttons on both sides of the top of the computer's paper tray, and pull that off first.  Then pull the paper tray out.  Install the paper.  Push the paper tray back in.  To put the top of the tray back on, push the buttons, and slide it back on.)HP's instructions on how to install ink is missing one piece of the puzzle:  there is a ""button"" on the left-hand side of the lid that needs to be pushed to open the cover to get to the ink cartridges area.  (DO NOT FORCE OPEN THE LID, OR YOU WILL BREAK IT.)  I would suggest using the eraser end of a pencil or a pen that has not been pushed open for writing (hope that make sense) to push down on the button.  Push down and open the lid.  Otherwise, you are going to have to push really hard with your finger.But, the one thing that was very frustrating for me was printing envelopes within Word.  For example, I use #10 envelopes (generally referred to as business envelopes).  I have used the mailing/envelopes feature within Word for many many years, and so I know what I am doing.  Nevertheless, the print on the envelopes kept coming out with hashy-wiggley odd printing.  A postal carrier could never read it.After getting nowhere with HP Support, I decided to launch the HP Smart application that comes with the printer and resides on the computer.  I did so and just had a look around.  I noticed that the automatic hardware updates was not turned on.  I turned it on, and began to test again.Long story short, the printing of envelopes from Word was successful.  If you have a similar problem, you might want to try this.  However, after you have turned on the automatic hardware updates, wait for a few minutes (let's say five minutes).  Next, turn your printer off and then turn your computer off.  Wait for 30 seconds.  Turn your PRINTER on, then, after waiting a minute for the printer to be fully up and running, turn on your computer.This process helped me.  If you experience the above, I hope this helps you as well.Again, I find the printer to be overall fine in printing letters, scanning documents, and printing photos.  People have mentioned something about it making clicking noises when not in use.  I have no idea what they are talking about.  My HP OfficeJet 8015e printer is very quiet.  And, though it does not have the paper capacity of my much older and much bigger printer, I find that the amount of paper that I can put into the printer at a time is sufficient...and, most important, as I have grown older, the printer is not heavy.I hope this review helps you."
461,5,Loving this printer!,"We’ve had this printer for several months, and we couldn’t be happier.  It’s quiet, functional, and not too bulky for the home office.  We especially like the HP InstantInk that was offered with it."
462,5,Great quality. Wish I didn’t need an app,"Downloading the hp app is required for install. While it’s nice to print from my phone, I don’t like having a bunch of apps for things. Quality of printing is excellent so far."
463,5,Love it!,"This printer has exceeded my expectations!  I love how easy it was to setup, including the wireless connection and how fast it prints.  Great printer!"
464,5,Great product,"This printer is far and beyond the series 2700  HP printer we had.  I has more features, a touch screen, both side printing, and a good paper locker.  We liked the price and it came the next day as promised.  Upon unboxing, we followed the instructions (the ink was the easiest to install of any printer I've had)  The printer self installed itself with no issues.  All in all a good purchase."
465,5,EASY setup,This is the easiest printer to set up with a Mac that I have ever seen.  Usually I have to cuss a lot to get one to work.  This one was seamless.
466,5,Like a pro.,"Setting up this All-in-One Printer was a snap.  The Wi-Fi was easy to sync with my laptop, something I had been dreading as I am technologically challenged, so I was pleasantly surprised when the set-up went smoothly."
467,5,Awesome printer!,I bought this printer and subscribed to InstantInk subscription. I appreciate the quality of my copies and the ease it was to install.
468,5,"Easy to setup, quick and not heavy on the ink when printing.",
469,5,HP printer,Product as described.  Shipped overnight.easy set up and instructions.  HP has a great support team if a problem occurs.
470,5,So far so good,Can't believe it.....I followed the instructions and OMG everything worked perfectly.  Also I am approaching 80 years old which is a minor miracle ((not the age but the fact I understood the direction).  Thanks for a great affordable product (except for the ink prices of course).
471,5,Works well!,easy to use and it works well!
472,5,DO NOT sign up for hp+ software and this printer works great,"I see all the negative reviews and I felt the need to leave review and let people know regardless of what the set up tells you you do t have to sign up for hp+ software. It is super misleading and I would probably say borderline illegal the way that they portray that you have to sign up for the HP plus software during the set up. If you’re not text savvy it pretty much makes you think that you have to. I think this is a scam so that you Are defaulted into the AutoShip Inc. program which is nonsense. Just buy your ink on Amazon and many of the third-party inks work just fine the key is when you’re going through the set up on the little touchscreen on the printer and it tells you you have to scan the QR code. Otherwise you can’t go on and that it’s required  Just press a little? Symbol and it will tell you that you have to do this to proceed but also ask you if you want to cancel. Don’t let that scare you just press cancel. It will default to the home screen of the printer go through the alignment process that it gives you instructions for and then hit the little wireless button and connect it to your Wi-Fi at your house which is just requiring username and pass. After doing that, my phone automatically recognized it through air print on iPhone and my Mac automatically recognized it when going to printers and pressing add printer. That was it and printing no problem seems like all of the issues that arise are when using HP plus and trying to use that set up creates a host of problems and networks the printer back to HP. Just don’t do that and use it like a regular printer and you won’t have any issues. Really sucks that they force this on you and literally, use the words you cannot set up the printer if you don’t do this in the set up menu which is blatantly false. I bought this HP printer to replace a very similar all-in-one that I use for about 10 years with no problems. Finally the scanner we all started to give out, so bought this one to replace get past the set up and these HP all in ones seem to last forever. Good luck."
473,5,Print,Works Very Well
474,5,Fast Printing for the Right Price,"Great Printer! Started out slow, made me a bit nervous. But after logging in and out a couple times, it goes full speed now. Great system and easy to use and install."
475,5,Works like a dream! Buy it.,"Printer plugged in, downloaded whatever software that it needed and that was it, print away. Quality of the printing, I would give it 6 stars over just 5 stars. Blacks are CRISP and colors are the same, NO smearing at all. A+ Buy"
476,5,Setup was super easy for my Ubuntu 24.04 laptop,This was by far the easiest setup that I have ever had for a printer on my Ubuntu laptop that is running version 24..04 these days.  I went into the web interface for the printer and setup an admin password and a static IP on it.  I will be sticking with HP printers going forward since they seem to be Ubuntu friendly..
477,5,Easiest set up ever,I have never owned a printer so easy to set up and operate.  Plus came with an offer for no cost 6 months of.
478,5,Don’t subscribe to HP inkjet cartridge program,I really liked this printer and made the mistake of subscribing to the mfg promotional inkjet cartridge program. The printer has to be on the HP Smart App to work properly. I was getting crap cartridges from HP that leaked and were the smallest size they could sell me. I cancelled my subscription because of the poor quality of their product. I purchased brand new cartridges from the HP store and they cost more than the printer which was very reasonable price. The printer worked great for my needs. After installing the new HP inkjet cartridges my printer quit working. I received a notification from my HP account that my printer would not work anymore unless I resubscribe to their ink cartridge program. It is a scam. I am a senior citizen who is a disabled veteran and my attempts to get HP to remove my printer from their account was not successful. I did not have any options with Amazon customer service. They had no idea that HP was so aggressive with their product to be disabled because of the cancellation of their inkjet cartridge subscription. I have always had a great experience with HP. I learned a hard lesson. SVS
479,5,Woohoo! Love it.,"The best part of having this printer/scanner...When you have electric or internet disruptions it automatically resets itself. My old printer was a b***h to reset after the slightest disconnect. So far there isn't anything I dislike. Setup was simple, all the features are just what I needed. Would definitely buy again."
480,5,Easy,"Wow! I cannot believe how easy this was to set up. I'll bet I had it up, connected and printing in under 5 minutes. So far I'm very impressed and happy with this printer."
481,5,Great printer,Easy setup. Excellent quality printer
482,5,Great quality,Synced well with bluetooth and everything else.
483,5,nice unit,For my teacher son who wanted a fast reliable printer. He is very satisfied with it!
